C0-III	C1-III	C2-II
TRINITY_DN10862_c0_g1_i1	TRINITY_DN1107_c1_g1_i1	TRINITY_DN1089_c0_g1_i2
TRINITY_DN10863_c0_g1_i7	TRINITY_DN1107_c1_g1_i3	TRINITY_DN10902_c0_g1_i1
TRINITY_DN10865_c0_g1_i1	TRINITY_DN1107_c2_g2_i1	TRINITY_DN10902_c0_g2_i1
TRINITY_DN10867_c0_g1_i4	TRINITY_DN11081_c2_g1_i7	TRINITY_DN10905_c0_g1_i1
TRINITY_DN1086_c2_g2_i2	TRINITY_DN11087_c2_g1_i1	TRINITY_DN10905_c0_g1_i4
TRINITY_DN10870_c0_g2_i2	TRINITY_DN110_c0_g2_i1	TRINITY_DN1090_c0_g1_i15
TRINITY_DN10886_c0_g2_i1	TRINITY_DN110_c0_g4_i2	TRINITY_DN1090_c0_g1_i9
TRINITY_DN10900_c0_g2_i7	TRINITY_DN110_c1_g1_i14	TRINITY_DN10910_c0_g1_i2
TRINITY_DN10900_c0_g3_i1	TRINITY_DN11100_c0_g2_i1	TRINITY_DN109124_c0_g6_i1
TRINITY_DN10923_c0_g1_i4	TRINITY_DN11107_c0_g1_i5	TRINITY_DN109124_c5_g1_i1
TRINITY_DN10924_c0_g1_i2	TRINITY_DN11109_c0_g1_i1	TRINITY_DN10928_c1_g1_i3
TRINITY_DN10925_c0_g2_i1	TRINITY_DN11115_c0_g1_i1	TRINITY_DN109372_c0_g1_i1
TRINITY_DN10932_c1_g1_i1	TRINITY_DN11119_c0_g2_i2	TRINITY_DN10939_c0_g1_i4
TRINITY_DN10932_c1_g1_i6	TRINITY_DN11126_c1_g1_i7	TRINITY_DN1093_c0_g1_i4
TRINITY_DN10945_c0_g1_i3	TRINITY_DN111309_c0_g1_i1	TRINITY_DN10946_c0_g1_i1
TRINITY_DN10950_c3_g1_i1	TRINITY_DN11135_c0_g2_i5	TRINITY_DN10969_c2_g1_i1
TRINITY_DN10951_c0_g2_i2	TRINITY_DN111390_c0_g1_i1	TRINITY_DN1096_c0_g1_i17
TRINITY_DN10955_c0_g1_i1	TRINITY_DN1113_c0_g3_i3	TRINITY_DN1096_c10_g1_i1
TRINITY_DN10963_c0_g1_i4	TRINITY_DN11154_c0_g1_i6	TRINITY_DN10970_c0_g1_i8
TRINITY_DN10963_c2_g1_i1	TRINITY_DN1115_c0_g1_i1	TRINITY_DN10970_c2_g1_i1
TRINITY_DN10965_c0_g1_i1	TRINITY_DN111624_c0_g1_i2	TRINITY_DN10976_c0_g1_i5
TRINITY_DN1096_c0_g1_i15	TRINITY_DN11177_c1_g1_i2	TRINITY_DN1097_c0_g1_i2
TRINITY_DN1096_c0_g1_i19	TRINITY_DN1118_c0_g2_i3	TRINITY_DN1097_c0_g1_i7
TRINITY_DN1096_c0_g1_i21	TRINITY_DN1118_c2_g1_i1	TRINITY_DN10982_c0_g2_i3
TRINITY_DN1096_c0_g1_i3	TRINITY_DN11195_c0_g1_i3	TRINITY_DN10986_c0_g4_i1
TRINITY_DN10970_c0_g1_i5	TRINITY_DN111999_c0_g2_i1	TRINITY_DN10987_c0_g1_i1
TRINITY_DN10973_c0_g1_i8	TRINITY_DN1119_c7_g1_i1	TRINITY_DN10987_c0_g4_i2
TRINITY_DN10973_c0_g2_i1	TRINITY_DN11203_c0_g1_i1	TRINITY_DN10988_c0_g2_i8
TRINITY_DN10974_c0_g1_i1	TRINITY_DN112136_c0_g2_i1	TRINITY_DN1098_c0_g1_i7
TRINITY_DN10977_c0_g2_i3	TRINITY_DN11214_c0_g2_i4	TRINITY_DN10994_c3_g1_i8
TRINITY_DN10979_c0_g1_i1	TRINITY_DN112167_c0_g3_i1	TRINITY_DN109_c0_g2_i9
TRINITY_DN1097_c0_g1_i12	TRINITY_DN11216_c0_g1_i13	TRINITY_DN10_c1_g1_i1
TRINITY_DN1097_c0_g2_i1	TRINITY_DN112197_c0_g2_i1	TRINITY_DN10_c2_g2_i1
TRINITY_DN1097_c3_g1_i1	TRINITY_DN11221_c0_g1_i1	TRINITY_DN10_c332_g1_i1
TRINITY_DN10981_c1_g2_i2	TRINITY_DN11221_c0_g1_i2	TRINITY_DN11004_c0_g1_i12
TRINITY_DN10982_c0_g3_i1	TRINITY_DN11228_c0_g1_i4	TRINITY_DN11019_c1_g1_i1
TRINITY_DN10986_c0_g1_i1	TRINITY_DN11228_c0_g1_i5	TRINITY_DN110222_c0_g1_i1
TRINITY_DN1098_c0_g1_i5	TRINITY_DN1122_c1_g1_i1	TRINITY_DN11027_c0_g1_i4
TRINITY_DN10991_c0_g1_i1	TRINITY_DN11242_c0_g2_i2	TRINITY_DN11032_c0_g1_i1
TRINITY_DN10994_c0_g1_i23	TRINITY_DN11269_c0_g1_i4	TRINITY_DN11045_c0_g1_i10
TRINITY_DN10994_c0_g1_i4	TRINITY_DN11269_c0_g1_i6	TRINITY_DN11047_c0_g1_i2
TRINITY_DN10994_c0_g2_i1	TRINITY_DN1126_c0_g2_i4	TRINITY_DN11048_c0_g1_i39
TRINITY_DN10994_c2_g1_i3	TRINITY_DN11270_c3_g1_i1	TRINITY_DN11048_c1_g3_i1
TRINITY_DN10995_c0_g2_i1	TRINITY_DN11283_c0_g1_i11	TRINITY_DN1104_c0_g1_i5
TRINITY_DN10995_c0_g3_i1	TRINITY_DN11283_c0_g1_i2	TRINITY_DN1104_c1_g2_i2
TRINITY_DN10995_c0_g6_i1	TRINITY_DN11283_c0_g1_i3	TRINITY_DN1104_c1_g2_i5
TRINITY_DN109_c0_g2_i11	TRINITY_DN11283_c0_g1_i5	TRINITY_DN11052_c0_g2_i2
TRINITY_DN10_c0_g3_i1	TRINITY_DN11286_c1_g2_i2	TRINITY_DN11053_c1_g1_i1
TRINITY_DN10_c36_g1_i1	TRINITY_DN11288_c1_g4_i1	TRINITY_DN11064_c0_g1_i2
TRINITY_DN110012_c0_g1_i1	TRINITY_DN11296_c0_g1_i8	TRINITY_DN11075_c0_g1_i1
TRINITY_DN1100_c0_g1_i1	TRINITY_DN11314_c0_g1_i1	TRINITY_DN1107_c5_g1_i1
TRINITY_DN1101_c0_g1_i5	TRINITY_DN1131_c1_g1_i2	TRINITY_DN110986_c0_g1_i1
TRINITY_DN11023_c0_g1_i1	TRINITY_DN1131_c23_g1_i1	TRINITY_DN111030_c0_g1_i1
TRINITY_DN11024_c0_g1_i3	TRINITY_DN11321_c0_g1_i4	TRINITY_DN11103_c1_g1_i1
TRINITY_DN11028_c0_g1_i3	TRINITY_DN113264_c0_g2_i1	TRINITY_DN11106_c0_g1_i12
TRINITY_DN11031_c0_g1_i2	TRINITY_DN11326_c0_g1_i1	TRINITY_DN11107_c0_g1_i4
TRINITY_DN11031_c0_g1_i3	TRINITY_DN1132_c1_g2_i1	TRINITY_DN11107_c0_g1_i7
TRINITY_DN11031_c0_g1_i7	TRINITY_DN11355_c0_g1_i11	TRINITY_DN1110_c0_g2_i1
TRINITY_DN110378_c0_g1_i4	TRINITY_DN11388_c0_g1_i3	TRINITY_DN1110_c2_g2_i2
TRINITY_DN110378_c0_g1_i5	TRINITY_DN11391_c1_g1_i8	TRINITY_DN11114_c2_g1_i1
TRINITY_DN1103_c1_g2_i1	TRINITY_DN11409_c0_g4_i2	TRINITY_DN11126_c0_g1_i5
TRINITY_DN11043_c0_g2_i1	TRINITY_DN11418_c0_g1_i1	TRINITY_DN11127_c0_g2_i2
TRINITY_DN11048_c0_g1_i36	TRINITY_DN11422_c0_g1_i7	TRINITY_DN111315_c0_g1_i5
TRINITY_DN11048_c1_g2_i1	TRINITY_DN1142_c0_g1_i12	TRINITY_DN111370_c0_g1_i2
TRINITY_DN11062_c0_g1_i5	TRINITY_DN1142_c0_g1_i13	TRINITY_DN111442_c0_g1_i2
TRINITY_DN11062_c0_g2_i1	TRINITY_DN11443_c0_g1_i2	TRINITY_DN111449_c0_g1_i1
TRINITY_DN11062_c0_g3_i10	TRINITY_DN11448_c0_g1_i1	TRINITY_DN11144_c0_g1_i1
TRINITY_DN11062_c0_g3_i14	TRINITY_DN11448_c0_g1_i2	TRINITY_DN11148_c2_g1_i1
TRINITY_DN11064_c0_g1_i10	TRINITY_DN11452_c0_g1_i8	TRINITY_DN11150_c1_g1_i1
TRINITY_DN11065_c0_g1_i1	TRINITY_DN11455_c0_g1_i8	TRINITY_DN11156_c0_g1_i5
TRINITY_DN11066_c0_g1_i1	TRINITY_DN1145_c0_g1_i2	TRINITY_DN11166_c0_g1_i7
TRINITY_DN1106_c0_g1_i13	TRINITY_DN11467_c0_g2_i10	TRINITY_DN11167_c0_g1_i4
TRINITY_DN1106_c0_g1_i3	TRINITY_DN11467_c0_g2_i16	TRINITY_DN1116_c0_g3_i1
TRINITY_DN1106_c0_g1_i7	TRINITY_DN11467_c0_g2_i6	TRINITY_DN1116_c1_g1_i11
TRINITY_DN1106_c0_g1_i8	TRINITY_DN11478_c0_g1_i10	TRINITY_DN111713_c0_g1_i1
TRINITY_DN1106_c0_g1_i9	TRINITY_DN11483_c0_g1_i6	TRINITY_DN11175_c1_g1_i1
TRINITY_DN1106_c0_g2_i1	TRINITY_DN11488_c0_g2_i1	TRINITY_DN11177_c1_g1_i1
TRINITY_DN1107_c1_g2_i3	TRINITY_DN1148_c2_g1_i10	TRINITY_DN11184_c1_g1_i5
TRINITY_DN11080_c0_g1_i1	TRINITY_DN11492_c1_g1_i1	TRINITY_DN111859_c0_g2_i1
TRINITY_DN11086_c0_g1_i4	TRINITY_DN11492_c1_g1_i6	TRINITY_DN1118_c0_g3_i2
TRINITY_DN1108_c1_g1_i1	TRINITY_DN11493_c0_g1_i1	TRINITY_DN1118_c1_g3_i3
TRINITY_DN1108_c6_g1_i5	TRINITY_DN1149_c2_g1_i12	TRINITY_DN11196_c0_g1_i1
TRINITY_DN11092_c0_g1_i12	TRINITY_DN114_c1_g1_i3	TRINITY_DN11196_c0_g1_i6
TRINITY_DN11096_c0_g2_i7	TRINITY_DN114_c1_g1_i4	TRINITY_DN1119_c0_g1_i3
TRINITY_DN11098_c1_g1_i1	TRINITY_DN11508_c0_g1_i11	TRINITY_DN111_c0_g2_i1
TRINITY_DN11098_c1_g4_i1	TRINITY_DN11509_c0_g1_i1	TRINITY_DN111_c0_g2_i4
TRINITY_DN110_c1_g1_i1	TRINITY_DN1150_c1_g1_i3	TRINITY_DN11201_c0_g1_i5
TRINITY_DN110_c1_g2_i2	TRINITY_DN1150_c1_g1_i5	TRINITY_DN1120_c2_g4_i4
TRINITY_DN110_c2_g1_i16	TRINITY_DN1150_c2_g3_i1	TRINITY_DN11212_c0_g1_i7
TRINITY_DN110_c2_g1_i2	TRINITY_DN11510_c0_g1_i1	TRINITY_DN1121_c0_g1_i3
TRINITY_DN11106_c0_g1_i10	TRINITY_DN11514_c0_g1_i3	TRINITY_DN1123_c0_g3_i3
TRINITY_DN11107_c0_g1_i6	TRINITY_DN11518_c0_g1_i2	TRINITY_DN11250_c0_g1_i2
TRINITY_DN11111_c0_g1_i7	TRINITY_DN11519_c0_g1_i1	TRINITY_DN112529_c0_g1_i1
TRINITY_DN11114_c1_g1_i5	TRINITY_DN11519_c0_g2_i10	TRINITY_DN11255_c0_g1_i1
TRINITY_DN11114_c1_g4_i1	TRINITY_DN1151_c1_g2_i2	TRINITY_DN11256_c0_g2_i2
TRINITY_DN1111_c0_g1_i10	TRINITY_DN115303_c0_g1_i1	TRINITY_DN11256_c0_g3_i2
TRINITY_DN1111_c0_g1_i2	TRINITY_DN11533_c0_g3_i4	TRINITY_DN1125_c0_g1_i58
TRINITY_DN11126_c1_g2_i2	TRINITY_DN11535_c0_g1_i4	TRINITY_DN11265_c0_g1_i1
TRINITY_DN11135_c0_g2_i1	TRINITY_DN115376_c0_g1_i1	TRINITY_DN11276_c0_g1_i10
TRINITY_DN11135_c0_g3_i1	TRINITY_DN11554_c0_g2_i3	TRINITY_DN11276_c1_g1_i11
TRINITY_DN1113_c0_g7_i1	TRINITY_DN1155_c0_g1_i9	TRINITY_DN11283_c0_g1_i1
TRINITY_DN11146_c0_g1_i2	TRINITY_DN11560_c0_g1_i6	TRINITY_DN112883_c0_g1_i1
TRINITY_DN11153_c1_g2_i1	TRINITY_DN11595_c0_g3_i1	TRINITY_DN11289_c0_g1_i8
TRINITY_DN11155_c0_g1_i4	TRINITY_DN11605_c0_g1_i2	TRINITY_DN1128_c6_g1_i2
TRINITY_DN11184_c0_g1_i9	TRINITY_DN11606_c0_g2_i1	TRINITY_DN11290_c0_g1_i1
TRINITY_DN11185_c0_g1_i1	TRINITY_DN11621_c0_g1_i2	TRINITY_DN11292_c0_g2_i2
TRINITY_DN1118_c1_g1_i2	TRINITY_DN1162_c0_g2_i14	TRINITY_DN11295_c0_g2_i3
TRINITY_DN11190_c0_g1_i5	TRINITY_DN11630_c0_g1_i3	TRINITY_DN112_c0_g1_i11
TRINITY_DN11191_c0_g1_i3	TRINITY_DN1163_c0_g4_i1	TRINITY_DN11304_c0_g2_i1
TRINITY_DN11191_c0_g1_i6	TRINITY_DN11653_c0_g1_i2	TRINITY_DN11304_c0_g2_i8
TRINITY_DN11191_c0_g2_i1	TRINITY_DN11658_c0_g2_i1	TRINITY_DN11310_c3_g1_i1
TRINITY_DN11192_c0_g1_i1	TRINITY_DN1165_c0_g1_i11	TRINITY_DN1131_c1_g1_i12
TRINITY_DN11197_c1_g1_i1	TRINITY_DN1167_c0_g1_i23	TRINITY_DN11323_c0_g4_i5
TRINITY_DN111_c0_g1_i1	TRINITY_DN1167_c0_g1_i7	TRINITY_DN11325_c0_g1_i5
TRINITY_DN1120_c2_g2_i2	TRINITY_DN11680_c0_g1_i3	TRINITY_DN11328_c0_g2_i3
TRINITY_DN112121_c0_g1_i3	TRINITY_DN11688_c0_g1_i3	TRINITY_DN1132_c0_g2_i7
TRINITY_DN11213_c0_g1_i1	TRINITY_DN1168_c0_g2_i5	TRINITY_DN11335_c0_g1_i1
TRINITY_DN112167_c0_g2_i1	TRINITY_DN1169_c0_g1_i2	TRINITY_DN1133_c0_g1_i7
TRINITY_DN11216_c0_g1_i10	TRINITY_DN1169_c3_g2_i1	TRINITY_DN1133_c0_g1_i9
TRINITY_DN11216_c0_g1_i12	TRINITY_DN116_c23_g1_i1	TRINITY_DN11343_c0_g1_i1
TRINITY_DN11217_c4_g1_i1	TRINITY_DN116_c6_g1_i3	TRINITY_DN1134_c0_g2_i2
TRINITY_DN11228_c0_g1_i6	TRINITY_DN11702_c0_g1_i3	TRINITY_DN1134_c0_g4_i1
TRINITY_DN11229_c0_g1_i3	TRINITY_DN11707_c0_g1_i2	TRINITY_DN11350_c0_g1_i1
TRINITY_DN1122_c0_g1_i2	TRINITY_DN11715_c0_g1_i9	TRINITY_DN11355_c0_g1_i10
TRINITY_DN11235_c0_g1_i6	TRINITY_DN11724_c0_g1_i1	TRINITY_DN1135_c0_g1_i2
TRINITY_DN11239_c1_g2_i1	TRINITY_DN11732_c0_g1_i2	TRINITY_DN1135_c1_g1_i2
TRINITY_DN11249_c0_g1_i3	TRINITY_DN1173_c0_g1_i10	TRINITY_DN11372_c0_g6_i1
TRINITY_DN11251_c0_g1_i1	TRINITY_DN11788_c0_g1_i1	TRINITY_DN11374_c0_g2_i2
TRINITY_DN11257_c0_g1_i7	TRINITY_DN11792_c2_g1_i3	TRINITY_DN1137_c0_g1_i1
TRINITY_DN1125_c0_g2_i4	TRINITY_DN11794_c0_g1_i9	TRINITY_DN1137_c0_g3_i1
TRINITY_DN1125_c0_g2_i5	TRINITY_DN11805_c0_g1_i13	TRINITY_DN113836_c0_g1_i1
TRINITY_DN11261_c0_g2_i3	TRINITY_DN11805_c0_g1_i14	TRINITY_DN113846_c0_g2_i1
TRINITY_DN11267_c0_g1_i13	TRINITY_DN11822_c0_g2_i1	TRINITY_DN113933_c0_g1_i1
TRINITY_DN11270_c1_g1_i1	TRINITY_DN11835_c0_g2_i4	TRINITY_DN113_c0_g1_i1
TRINITY_DN1128_c1_g1_i3	TRINITY_DN1183_c0_g1_i1	TRINITY_DN11402_c0_g5_i1
TRINITY_DN1128_c3_g3_i3	TRINITY_DN118432_c0_g1_i6	TRINITY_DN11407_c0_g1_i4
TRINITY_DN1128_c3_g3_i4	TRINITY_DN11864_c2_g1_i3	TRINITY_DN11409_c0_g6_i1
TRINITY_DN112932_c0_g1_i1	TRINITY_DN118681_c0_g4_i1	TRINITY_DN11420_c0_g1_i1
TRINITY_DN1129_c0_g1_i3	TRINITY_DN11869_c0_g1_i1	TRINITY_DN1142_c0_g1_i11
TRINITY_DN112_c0_g1_i4	TRINITY_DN11882_c1_g1_i1	TRINITY_DN1142_c0_g1_i16
TRINITY_DN112_c2_g1_i1	TRINITY_DN118834_c0_g1_i1	TRINITY_DN1142_c0_g1_i2
TRINITY_DN11305_c2_g1_i1	TRINITY_DN11885_c0_g1_i10	TRINITY_DN114316_c0_g1_i1
TRINITY_DN11311_c0_g2_i1	TRINITY_DN11888_c0_g1_i5	TRINITY_DN11432_c0_g1_i11
TRINITY_DN11312_c1_g1_i1	TRINITY_DN1188_c0_g1_i16	TRINITY_DN11444_c0_g1_i5
TRINITY_DN11325_c0_g1_i4	TRINITY_DN118916_c1_g1_i1	TRINITY_DN11455_c0_g1_i9
TRINITY_DN11326_c0_g3_i1	TRINITY_DN11898_c3_g1_i1	TRINITY_DN11455_c1_g1_i4
TRINITY_DN1132_c0_g2_i1	TRINITY_DN119045_c0_g4_i1	TRINITY_DN1145_c2_g1_i2
TRINITY_DN1132_c1_g4_i1	TRINITY_DN1191_c0_g1_i2	TRINITY_DN11464_c0_g1_i1
TRINITY_DN11341_c0_g1_i1	TRINITY_DN11926_c0_g1_i1	TRINITY_DN11467_c0_g2_i2
TRINITY_DN11355_c1_g2_i1	TRINITY_DN119452_c3_g1_i2	TRINITY_DN11467_c1_g1_i3
TRINITY_DN11356_c0_g1_i2	TRINITY_DN1194_c0_g1_i2	TRINITY_DN11468_c0_g2_i4
TRINITY_DN11361_c0_g1_i2	TRINITY_DN11959_c0_g1_i5	TRINITY_DN11477_c0_g1_i7
TRINITY_DN11361_c0_g1_i3	TRINITY_DN1195_c0_g2_i2	TRINITY_DN114787_c0_g1_i1
TRINITY_DN11364_c1_g4_i1	TRINITY_DN1196_c1_g1_i3	TRINITY_DN114839_c0_g1_i5
TRINITY_DN1136_c0_g1_i15	TRINITY_DN119780_c0_g1_i1	TRINITY_DN11488_c0_g1_i8
TRINITY_DN11373_c0_g1_i2	TRINITY_DN1197_c0_g1_i2	TRINITY_DN1148_c2_g2_i1
TRINITY_DN11382_c1_g2_i1	TRINITY_DN11981_c1_g1_i8	TRINITY_DN11491_c0_g1_i4
TRINITY_DN113846_c0_g1_i3	TRINITY_DN119873_c0_g3_i2	TRINITY_DN11494_c0_g4_i1
TRINITY_DN113856_c0_g3_i1	TRINITY_DN11994_c0_g2_i2	TRINITY_DN11494_c0_g4_i4
TRINITY_DN11385_c0_g1_i8	TRINITY_DN11995_c1_g1_i2	TRINITY_DN114957_c0_g1_i1
TRINITY_DN11388_c0_g1_i4	TRINITY_DN11998_c0_g3_i1	TRINITY_DN11498_c1_g2_i1
TRINITY_DN11388_c0_g2_i1	TRINITY_DN119_c0_g1_i1	TRINITY_DN114993_c0_g1_i1
TRINITY_DN11391_c1_g1_i1	TRINITY_DN119_c2_g2_i1	TRINITY_DN11502_c0_g1_i4
TRINITY_DN11391_c1_g1_i6	TRINITY_DN12000_c0_g3_i1	TRINITY_DN11504_c0_g3_i1
TRINITY_DN11394_c1_g1_i4	TRINITY_DN12002_c0_g1_i5	TRINITY_DN11509_c0_g1_i6
TRINITY_DN11399_c0_g4_i1	TRINITY_DN12009_c2_g1_i1	TRINITY_DN11510_c0_g3_i1
TRINITY_DN113_c0_g2_i5	TRINITY_DN1200_c0_g1_i8	TRINITY_DN11518_c0_g1_i3
TRINITY_DN11407_c0_g2_i5	TRINITY_DN1201_c0_g1_i1	TRINITY_DN11523_c1_g1_i3
TRINITY_DN1140_c4_g1_i4	TRINITY_DN1201_c0_g1_i4	TRINITY_DN115242_c0_g1_i1
TRINITY_DN11416_c0_g1_i3	TRINITY_DN1201_c1_g1_i7	TRINITY_DN11525_c0_g1_i5
TRINITY_DN1141_c0_g1_i24	TRINITY_DN120232_c0_g1_i4	TRINITY_DN1153_c1_g1_i2
TRINITY_DN1141_c0_g1_i29	TRINITY_DN1203_c0_g1_i9	TRINITY_DN1154_c0_g1_i1
TRINITY_DN1141_c0_g1_i5	TRINITY_DN1204_c0_g1_i1	TRINITY_DN11551_c0_g1_i3
TRINITY_DN1141_c1_g1_i2	TRINITY_DN1205_c0_g1_i2	TRINITY_DN11558_c1_g1_i1
TRINITY_DN114240_c0_g1_i1	TRINITY_DN12060_c0_g2_i1	TRINITY_DN11560_c0_g1_i9
TRINITY_DN11428_c0_g1_i1	TRINITY_DN12063_c0_g1_i4	TRINITY_DN115611_c2_g1_i1
TRINITY_DN11436_c1_g1_i4	TRINITY_DN12063_c0_g1_i5	TRINITY_DN11581_c0_g1_i3
TRINITY_DN11436_c1_g1_i5	TRINITY_DN120654_c3_g1_i1	TRINITY_DN11582_c0_g2_i4
TRINITY_DN11440_c0_g1_i13	TRINITY_DN1206_c0_g2_i1	TRINITY_DN11595_c0_g1_i4
TRINITY_DN11440_c0_g1_i5	TRINITY_DN1206_c4_g1_i2	TRINITY_DN11599_c0_g1_i1
TRINITY_DN11440_c0_g1_i9	TRINITY_DN1206_c5_g1_i1	TRINITY_DN1159_c0_g1_i1
TRINITY_DN11443_c0_g4_i1	TRINITY_DN12077_c0_g3_i3	TRINITY_DN1159_c0_g1_i4
TRINITY_DN1144_c0_g1_i2	TRINITY_DN12083_c0_g1_i1	TRINITY_DN11602_c0_g1_i3
TRINITY_DN114504_c0_g1_i2	TRINITY_DN120_c1_g1_i2	TRINITY_DN1161_c0_g4_i1
TRINITY_DN1145_c2_g1_i4	TRINITY_DN120_c1_g1_i7	TRINITY_DN11622_c0_g1_i7
TRINITY_DN114611_c0_g1_i2	TRINITY_DN121085_c0_g1_i1	TRINITY_DN11629_c0_g2_i2
TRINITY_DN11464_c0_g1_i3	TRINITY_DN1210_c0_g2_i3	TRINITY_DN1162_c0_g2_i11
TRINITY_DN11466_c0_g1_i2	TRINITY_DN12122_c0_g1_i2	TRINITY_DN11630_c0_g1_i1
TRINITY_DN11467_c0_g1_i1	TRINITY_DN12125_c0_g1_i4	TRINITY_DN11631_c0_g1_i2
TRINITY_DN11471_c0_g1_i7	TRINITY_DN1212_c1_g3_i1	TRINITY_DN11634_c0_g1_i14
TRINITY_DN11476_c0_g2_i3	TRINITY_DN12130_c0_g1_i1	TRINITY_DN11634_c0_g1_i15
TRINITY_DN11476_c1_g1_i2	TRINITY_DN12148_c1_g3_i1	TRINITY_DN11634_c0_g1_i17
TRINITY_DN11478_c0_g2_i3	TRINITY_DN12159_c0_g2_i1	TRINITY_DN11635_c0_g1_i5
TRINITY_DN1147_c0_g2_i6	TRINITY_DN121693_c0_g1_i1	TRINITY_DN11648_c0_g1_i3
TRINITY_DN11480_c0_g4_i4	TRINITY_DN1216_c1_g1_i1	TRINITY_DN11652_c0_g1_i1
TRINITY_DN11483_c0_g1_i5	TRINITY_DN12170_c0_g1_i2	TRINITY_DN11657_c0_g2_i1
TRINITY_DN11483_c1_g2_i2	TRINITY_DN12170_c0_g1_i7	TRINITY_DN11657_c0_g2_i11
TRINITY_DN11488_c0_g1_i9	TRINITY_DN12173_c1_g1_i1	TRINITY_DN11657_c0_g2_i3
TRINITY_DN1148_c2_g1_i12	TRINITY_DN12182_c0_g1_i1	TRINITY_DN11657_c0_g2_i7
TRINITY_DN11490_c0_g2_i2	TRINITY_DN1218_c1_g1_i2	TRINITY_DN11657_c0_g3_i3
TRINITY_DN11494_c1_g2_i1	TRINITY_DN1218_c1_g3_i1	TRINITY_DN1165_c0_g1_i15
TRINITY_DN114_c4_g1_i2	TRINITY_DN1219_c0_g2_i14	TRINITY_DN1165_c0_g1_i3
TRINITY_DN11507_c1_g3_i1	TRINITY_DN1219_c1_g1_i4	TRINITY_DN11663_c0_g1_i9
TRINITY_DN11514_c0_g1_i4	TRINITY_DN121_c13_g1_i1	TRINITY_DN11671_c0_g1_i3
TRINITY_DN1151_c1_g1_i5	TRINITY_DN12205_c0_g1_i15	TRINITY_DN11672_c0_g1_i5
TRINITY_DN11525_c0_g1_i1	TRINITY_DN12210_c0_g1_i3	TRINITY_DN1167_c0_g1_i10
TRINITY_DN11529_c4_g1_i1	TRINITY_DN12222_c0_g1_i8	TRINITY_DN1167_c0_g1_i2
TRINITY_DN1152_c0_g1_i6	TRINITY_DN12225_c1_g2_i1	TRINITY_DN1167_c0_g1_i4
TRINITY_DN115303_c0_g2_i1	TRINITY_DN122285_c0_g1_i1	TRINITY_DN11684_c0_g2_i2
TRINITY_DN11532_c0_g4_i3	TRINITY_DN1222_c0_g1_i12	TRINITY_DN11695_c0_g1_i2
TRINITY_DN115334_c0_g1_i11	TRINITY_DN1222_c1_g1_i1	TRINITY_DN116_c4_g1_i1
TRINITY_DN1153_c0_g1_i4	TRINITY_DN12245_c0_g3_i2	TRINITY_DN11705_c1_g1_i3
TRINITY_DN11547_c1_g3_i3	TRINITY_DN12262_c0_g1_i2	TRINITY_DN1170_c0_g2_i7
TRINITY_DN1154_c0_g2_i4	TRINITY_DN12262_c0_g1_i4	TRINITY_DN11711_c1_g1_i1
TRINITY_DN1154_c0_g2_i6	TRINITY_DN12264_c0_g1_i18	TRINITY_DN11713_c0_g1_i7
TRINITY_DN11551_c0_g1_i2	TRINITY_DN1227_c7_g1_i1	TRINITY_DN117244_c0_g1_i1
TRINITY_DN11553_c0_g1_i8	TRINITY_DN12280_c1_g1_i2	TRINITY_DN11724_c0_g1_i2
TRINITY_DN1155_c0_g1_i15	TRINITY_DN1228_c0_g2_i10	TRINITY_DN11741_c0_g1_i3
TRINITY_DN1155_c0_g1_i3	TRINITY_DN122_c0_g1_i1	TRINITY_DN11745_c0_g2_i1
TRINITY_DN11560_c0_g1_i13	TRINITY_DN123028_c0_g3_i5	TRINITY_DN1174_c13_g1_i1
TRINITY_DN115688_c0_g1_i1	TRINITY_DN12308_c0_g1_i1	TRINITY_DN11751_c0_g1_i1
TRINITY_DN11569_c0_g1_i1	TRINITY_DN12334_c0_g1_i1	TRINITY_DN1175_c0_g3_i1
TRINITY_DN11569_c0_g1_i6	TRINITY_DN12334_c0_g1_i16	TRINITY_DN11766_c0_g1_i5
TRINITY_DN11579_c0_g1_i5	TRINITY_DN12346_c0_g1_i5	TRINITY_DN11776_c0_g1_i4
TRINITY_DN11598_c0_g1_i2	TRINITY_DN1234_c1_g2_i1	TRINITY_DN1177_c0_g1_i4
TRINITY_DN1159_c0_g2_i2	TRINITY_DN1235_c0_g3_i2	TRINITY_DN11784_c0_g4_i3
TRINITY_DN115_c0_g2_i2	TRINITY_DN12363_c0_g5_i1	TRINITY_DN117859_c0_g3_i1
TRINITY_DN115_c0_g4_i1	TRINITY_DN123662_c0_g1_i1	TRINITY_DN1178_c0_g2_i10
TRINITY_DN11618_c0_g2_i1	TRINITY_DN12369_c0_g1_i1	TRINITY_DN1178_c0_g2_i6
TRINITY_DN1161_c0_g2_i3	TRINITY_DN12393_c0_g1_i2	TRINITY_DN11792_c2_g3_i2
TRINITY_DN11622_c0_g1_i3	TRINITY_DN12428_c0_g1_i1	TRINITY_DN117982_c0_g1_i1
TRINITY_DN11628_c0_g1_i1	TRINITY_DN1242_c0_g1_i2	TRINITY_DN1179_c0_g1_i5
TRINITY_DN1162_c0_g2_i8	TRINITY_DN1242_c0_g2_i1	TRINITY_DN11809_c0_g1_i3
