C0-IV (42634 genes)	C1-IV (41276 genes)
TRINITY_DN10178_c0_g1_i1	TRINITY_DN10165_c0_g1_i1
TRINITY_DN10178_c0_g2_i1	TRINITY_DN10166_c0_g2_i1
TRINITY_DN10178_c0_g2_i2	TRINITY_DN10166_c0_g3_i1
TRINITY_DN10178_c0_g2_i4	TRINITY_DN10166_c1_g1_i1
TRINITY_DN1017_c0_g1_i4	TRINITY_DN10167_c0_g1_i13
TRINITY_DN101810_c0_g1_i1	TRINITY_DN10167_c0_g1_i14
TRINITY_DN101817_c0_g1_i1	TRINITY_DN10167_c0_g1_i2
TRINITY_DN10181_c0_g2_i1	TRINITY_DN10167_c0_g1_i4
TRINITY_DN101859_c0_g2_i1	TRINITY_DN10167_c0_g1_i8
TRINITY_DN10185_c3_g1_i8	TRINITY_DN10167_c0_g1_i9
TRINITY_DN10185_c3_g2_i4	TRINITY_DN101695_c0_g2_i1
TRINITY_DN101871_c0_g1_i1	TRINITY_DN1016_c0_g1_i2
TRINITY_DN101893_c0_g2_i1	TRINITY_DN1016_c0_g1_i7
TRINITY_DN1018_c0_g1_i4	TRINITY_DN1016_c0_g1_i8
TRINITY_DN101919_c0_g1_i1	TRINITY_DN1016_c0_g1_i9
TRINITY_DN10192_c0_g1_i5	TRINITY_DN101706_c0_g1_i1
TRINITY_DN10192_c0_g1_i6	TRINITY_DN101717_c0_g1_i1
TRINITY_DN101930_c0_g1_i2	TRINITY_DN101717_c0_g2_i1
TRINITY_DN101938_c0_g2_i1	TRINITY_DN10172_c0_g1_i8
TRINITY_DN10193_c0_g1_i2	TRINITY_DN10173_c2_g3_i1
TRINITY_DN10194_c1_g1_i3	TRINITY_DN10174_c0_g1_i5
TRINITY_DN10194_c1_g1_i4	TRINITY_DN10175_c1_g1_i1
TRINITY_DN10195_c0_g1_i1	TRINITY_DN10175_c1_g2_i6
TRINITY_DN101964_c0_g1_i2	TRINITY_DN101766_c0_g1_i1
TRINITY_DN101968_c0_g2_i1	TRINITY_DN10176_c0_g1_i2
TRINITY_DN10196_c0_g2_i3	TRINITY_DN10176_c0_g1_i3
TRINITY_DN10197_c0_g3_i1	TRINITY_DN10178_c0_g2_i7
TRINITY_DN10198_c0_g1_i3	TRINITY_DN1017_c0_g1_i2
TRINITY_DN10198_c0_g1_i5	TRINITY_DN1017_c1_g1_i1
TRINITY_DN1019_c0_g1_i8	TRINITY_DN1017_c1_g1_i6
TRINITY_DN1019_c0_g2_i2	TRINITY_DN1017_c1_g1_i8
TRINITY_DN101_c0_g1_i11	TRINITY_DN10180_c0_g1_i1
TRINITY_DN101_c0_g1_i15	TRINITY_DN10181_c0_g4_i1
TRINITY_DN101_c0_g3_i1	TRINITY_DN101823_c0_g1_i1
TRINITY_DN10200_c0_g1_i2	TRINITY_DN101824_c0_g2_i1
TRINITY_DN10200_c1_g2_i1	TRINITY_DN101825_c0_g1_i1
TRINITY_DN10201_c0_g1_i1	TRINITY_DN10185_c3_g1_i2
TRINITY_DN10202_c1_g1_i1	TRINITY_DN10185_c3_g1_i5
TRINITY_DN102034_c0_g2_i1	TRINITY_DN10185_c3_g2_i2
TRINITY_DN10203_c0_g3_i2	TRINITY_DN10188_c0_g1_i1
TRINITY_DN102042_c0_g1_i1	TRINITY_DN10188_c0_g1_i2
TRINITY_DN102069_c0_g1_i1	TRINITY_DN1018_c0_g1_i1
TRINITY_DN10206_c0_g1_i2	TRINITY_DN1018_c0_g1_i3
TRINITY_DN102073_c0_g3_i1	TRINITY_DN1018_c0_g1_i5
TRINITY_DN10207_c0_g1_i2	TRINITY_DN1018_c1_g1_i4
TRINITY_DN10207_c0_g3_i1	TRINITY_DN101916_c0_g1_i1
TRINITY_DN10207_c0_g4_i1	TRINITY_DN10191_c0_g1_i1
TRINITY_DN10208_c0_g1_i1	TRINITY_DN10192_c0_g1_i2
TRINITY_DN10208_c0_g1_i4	TRINITY_DN10192_c0_g1_i4
TRINITY_DN10208_c0_g2_i1	TRINITY_DN10192_c2_g2_i1
TRINITY_DN1020_c0_g1_i1	TRINITY_DN10194_c0_g1_i2
TRINITY_DN1020_c0_g2_i5	TRINITY_DN10194_c0_g4_i1
TRINITY_DN1020_c0_g3_i1	TRINITY_DN10194_c1_g2_i1
TRINITY_DN102105_c0_g2_i1	TRINITY_DN101960_c0_g1_i2
TRINITY_DN102106_c0_g1_i1	TRINITY_DN101962_c0_g3_i1
TRINITY_DN10211_c0_g1_i2	TRINITY_DN10196_c0_g2_i1
TRINITY_DN10211_c0_g1_i4	TRINITY_DN10196_c0_g2_i2
TRINITY_DN102123_c0_g1_i1	TRINITY_DN10196_c0_g2_i5
TRINITY_DN10212_c0_g1_i2	TRINITY_DN10197_c0_g1_i5
TRINITY_DN10213_c1_g1_i1	TRINITY_DN10197_c0_g1_i7
TRINITY_DN102152_c0_g1_i1	TRINITY_DN10197_c0_g1_i8
TRINITY_DN102156_c0_g2_i1	TRINITY_DN10197_c0_g2_i1
TRINITY_DN102158_c0_g1_i2	TRINITY_DN10197_c0_g2_i2
TRINITY_DN10215_c0_g1_i1	TRINITY_DN10198_c0_g1_i2
TRINITY_DN102177_c0_g1_i1	TRINITY_DN10198_c0_g1_i4
TRINITY_DN10217_c1_g3_i1	TRINITY_DN10199_c0_g1_i1
TRINITY_DN10217_c2_g1_i2	TRINITY_DN1019_c0_g1_i5
TRINITY_DN102189_c0_g1_i3	TRINITY_DN1019_c0_g1_i6
TRINITY_DN10218_c0_g1_i1	TRINITY_DN1019_c0_g1_i7
TRINITY_DN102198_c0_g2_i1	TRINITY_DN101_c0_g1_i10
TRINITY_DN10219_c0_g1_i4	TRINITY_DN101_c0_g1_i13
TRINITY_DN10219_c1_g1_i5	TRINITY_DN101_c0_g1_i18
TRINITY_DN1021_c0_g1_i10	TRINITY_DN101_c0_g2_i1
TRINITY_DN1021_c0_g1_i15	TRINITY_DN10200_c0_g1_i1
TRINITY_DN1021_c0_g1_i18	TRINITY_DN10200_c1_g4_i1
TRINITY_DN1021_c0_g1_i2	TRINITY_DN102022_c0_g1_i1
TRINITY_DN1021_c0_g1_i20	TRINITY_DN10203_c0_g2_i3
TRINITY_DN1021_c0_g1_i3	TRINITY_DN10203_c0_g2_i5
TRINITY_DN1021_c0_g1_i7	TRINITY_DN10203_c0_g2_i6
TRINITY_DN1021_c2_g1_i1	TRINITY_DN102040_c0_g1_i1
TRINITY_DN1021_c3_g1_i2	TRINITY_DN102047_c0_g1_i1
TRINITY_DN10220_c0_g1_i1	TRINITY_DN10205_c0_g1_i2
TRINITY_DN102218_c0_g1_i1	TRINITY_DN102061_c0_g1_i1
TRINITY_DN10221_c1_g1_i3	TRINITY_DN102073_c0_g2_i1
TRINITY_DN10223_c0_g1_i2	TRINITY_DN10208_c0_g1_i2
TRINITY_DN10223_c0_g1_i4	TRINITY_DN10209_c0_g1_i4
TRINITY_DN10223_c0_g1_i5	TRINITY_DN1020_c0_g2_i4
TRINITY_DN102252_c0_g2_i1	TRINITY_DN102123_c1_g1_i1
TRINITY_DN10227_c0_g1_i6	TRINITY_DN10212_c0_g1_i3
TRINITY_DN102280_c0_g1_i2	TRINITY_DN102163_c0_g1_i1
TRINITY_DN10229_c0_g1_i4	TRINITY_DN10217_c0_g1_i1
TRINITY_DN1022_c0_g1_i13	TRINITY_DN10217_c0_g1_i4
TRINITY_DN1022_c0_g1_i6	TRINITY_DN102189_c0_g2_i4
TRINITY_DN102302_c0_g3_i1	TRINITY_DN10219_c0_g1_i1
TRINITY_DN10233_c1_g2_i1	TRINITY_DN10219_c1_g3_i1
TRINITY_DN10234_c0_g1_i1	TRINITY_DN1021_c0_g1_i11
TRINITY_DN102358_c0_g1_i1	TRINITY_DN1021_c0_g1_i14
TRINITY_DN102373_c0_g1_i1	TRINITY_DN1021_c0_g1_i17
TRINITY_DN10238_c0_g1_i3	TRINITY_DN1021_c0_g1_i21
TRINITY_DN10238_c0_g1_i5	TRINITY_DN1021_c0_g1_i4
TRINITY_DN1023_c0_g1_i1	TRINITY_DN1021_c0_g1_i5
TRINITY_DN1023_c0_g1_i19	TRINITY_DN1021_c0_g1_i8
TRINITY_DN1023_c0_g1_i23	TRINITY_DN1021_c1_g1_i1
TRINITY_DN102406_c1_g1_i2	TRINITY_DN10220_c0_g2_i5
TRINITY_DN10240_c0_g4_i1	TRINITY_DN102215_c0_g1_i1
TRINITY_DN102414_c0_g4_i1	TRINITY_DN10221_c0_g1_i5
TRINITY_DN102419_c0_g2_i1	TRINITY_DN102233_c0_g1_i1
TRINITY_DN10242_c0_g1_i2	TRINITY_DN102246_c0_g2_i1
TRINITY_DN10242_c0_g1_i3	TRINITY_DN10224_c0_g1_i5
TRINITY_DN10243_c0_g1_i3	TRINITY_DN102254_c0_g2_i1
TRINITY_DN10244_c0_g1_i13	TRINITY_DN10225_c0_g1_i1
TRINITY_DN10245_c0_g1_i7	TRINITY_DN10227_c0_g1_i4
TRINITY_DN10245_c0_g2_i1	TRINITY_DN10227_c0_g1_i8
TRINITY_DN10246_c0_g1_i1	TRINITY_DN10227_c0_g1_i9
TRINITY_DN10246_c0_g2_i1	TRINITY_DN10227_c0_g2_i1
TRINITY_DN102476_c0_g2_i1	TRINITY_DN10227_c0_g3_i1
TRINITY_DN102488_c0_g1_i1	TRINITY_DN10228_c1_g1_i1
TRINITY_DN1024_c0_g5_i1	TRINITY_DN10228_c2_g2_i1
TRINITY_DN102505_c0_g1_i1	TRINITY_DN102295_c0_g1_i1
TRINITY_DN10251_c0_g1_i1	TRINITY_DN1022_c0_g1_i1
TRINITY_DN102520_c0_g1_i1	TRINITY_DN1022_c0_g1_i9
TRINITY_DN102537_c0_g1_i1	TRINITY_DN102313_c0_g2_i1
TRINITY_DN102540_c1_g1_i1	TRINITY_DN10231_c0_g1_i1
TRINITY_DN102542_c0_g1_i1	TRINITY_DN102321_c0_g1_i1
TRINITY_DN10254_c0_g1_i1	TRINITY_DN10232_c1_g1_i2
TRINITY_DN10255_c0_g1_i1	TRINITY_DN102344_c0_g1_i1
TRINITY_DN10255_c2_g1_i1	TRINITY_DN10235_c0_g1_i1
TRINITY_DN102567_c0_g2_i1	TRINITY_DN10235_c0_g1_i3
TRINITY_DN10257_c0_g1_i2	TRINITY_DN10235_c0_g3_i1
TRINITY_DN102585_c1_g3_i1	TRINITY_DN10237_c0_g1_i1
TRINITY_DN1025_c0_g1_i2	TRINITY_DN102384_c0_g1_i2
TRINITY_DN10261_c1_g1_i9	TRINITY_DN10239_c0_g1_i2
TRINITY_DN10261_c2_g1_i1	TRINITY_DN1023_c0_g1_i13
TRINITY_DN10262_c0_g1_i3	TRINITY_DN1023_c0_g1_i14
TRINITY_DN10265_c0_g2_i2	TRINITY_DN1023_c0_g1_i17
TRINITY_DN10265_c0_g4_i1	TRINITY_DN1023_c0_g1_i24
TRINITY_DN10265_c1_g1_i1	TRINITY_DN1023_c0_g1_i28
TRINITY_DN10266_c3_g1_i1	TRINITY_DN1023_c0_g1_i4
TRINITY_DN102671_c0_g1_i1	TRINITY_DN1023_c0_g1_i5
TRINITY_DN102671_c0_g2_i1	TRINITY_DN10240_c0_g1_i3
TRINITY_DN10268_c0_g1_i18	TRINITY_DN102414_c0_g1_i1
TRINITY_DN10268_c0_g1_i5	TRINITY_DN102414_c1_g2_i1
TRINITY_DN10268_c0_g1_i8	TRINITY_DN102414_c1_g3_i1
TRINITY_DN102691_c0_g1_i4	TRINITY_DN10244_c0_g1_i4
TRINITY_DN102691_c0_g1_i7	TRINITY_DN102453_c2_g1_i1
TRINITY_DN1026_c12_g1_i1	TRINITY_DN10245_c0_g1_i3
TRINITY_DN1026_c15_g1_i1	TRINITY_DN102464_c0_g2_i1
TRINITY_DN1026_c1_g1_i1	TRINITY_DN10246_c0_g3_i2
TRINITY_DN10270_c0_g1_i1	TRINITY_DN102477_c0_g2_i1
TRINITY_DN10270_c1_g1_i1	TRINITY_DN102477_c0_g2_i3
TRINITY_DN10271_c0_g3_i1	TRINITY_DN102496_c0_g1_i1
TRINITY_DN10276_c0_g1_i1	TRINITY_DN10250_c0_g1_i1
TRINITY_DN102773_c0_g2_i2	TRINITY_DN102511_c0_g1_i1
TRINITY_DN10277_c0_g2_i5	TRINITY_DN10251_c1_g1_i2
TRINITY_DN1027_c0_g1_i1	TRINITY_DN102535_c0_g1_i3
TRINITY_DN1027_c0_g1_i11	TRINITY_DN102541_c2_g1_i1
TRINITY_DN1027_c0_g1_i5	TRINITY_DN102573_c0_g2_i1
TRINITY_DN1027_c0_g1_i6	TRINITY_DN10257_c0_g4_i1
TRINITY_DN102808_c0_g1_i1	TRINITY_DN10257_c0_g4_i3
TRINITY_DN10280_c0_g1_i3	TRINITY_DN10257_c1_g1_i2
TRINITY_DN10280_c0_g2_i1	TRINITY_DN102585_c1_g2_i1
TRINITY_DN102826_c0_g1_i3	TRINITY_DN1025_c0_g1_i5
TRINITY_DN102836_c0_g1_i1	TRINITY_DN10260_c0_g1_i1
TRINITY_DN10284_c0_g1_i1	TRINITY_DN10261_c0_g1_i2
TRINITY_DN10284_c0_g1_i11	TRINITY_DN10261_c0_g1_i3
TRINITY_DN10285_c0_g1_i3	TRINITY_DN10261_c0_g2_i1
TRINITY_DN102863_c0_g1_i1	TRINITY_DN10262_c0_g1_i5
TRINITY_DN10288_c0_g1_i2	TRINITY_DN10264_c0_g2_i7
TRINITY_DN102897_c0_g1_i1	TRINITY_DN10265_c0_g2_i1
TRINITY_DN10289_c0_g2_i1	TRINITY_DN10266_c2_g1_i1
TRINITY_DN10290_c0_g1_i3	TRINITY_DN102685_c0_g1_i1
TRINITY_DN102916_c0_g1_i1	TRINITY_DN10269_c0_g1_i1
TRINITY_DN102916_c0_g1_i2	TRINITY_DN10269_c0_g1_i2
TRINITY_DN102916_c0_g1_i3	TRINITY_DN10269_c0_g1_i3
TRINITY_DN102926_c0_g1_i1	TRINITY_DN1026_c0_g1_i5
TRINITY_DN102927_c0_g1_i1	TRINITY_DN1026_c0_g3_i1
TRINITY_DN10292_c2_g1_i2	TRINITY_DN1026_c12_g2_i1
TRINITY_DN102934_c0_g2_i1	TRINITY_DN1026_c1_g2_i1
TRINITY_DN102936_c0_g1_i1	TRINITY_DN1026_c1_g4_i1
TRINITY_DN10293_c0_g1_i5	TRINITY_DN1026_c2_g2_i1
TRINITY_DN10295_c0_g1_i9	TRINITY_DN1026_c43_g1_i1
TRINITY_DN10297_c0_g1_i4	TRINITY_DN10271_c0_g2_i1
TRINITY_DN102988_c0_g1_i1	TRINITY_DN102721_c0_g1_i1
TRINITY_DN10299_c0_g1_i4	TRINITY_DN102723_c0_g1_i1
TRINITY_DN10299_c2_g1_i1	TRINITY_DN10272_c0_g1_i1
TRINITY_DN102_c10_g1_i1	TRINITY_DN10272_c0_g1_i3
TRINITY_DN102_c3_g1_i12	TRINITY_DN10272_c0_g1_i4
TRINITY_DN102_c3_g1_i20	TRINITY_DN10272_c2_g1_i1
TRINITY_DN102_c3_g1_i23	TRINITY_DN102739_c0_g1_i1
TRINITY_DN102_c3_g2_i3	TRINITY_DN102760_c1_g1_i1
TRINITY_DN102_c7_g1_i1	TRINITY_DN10280_c0_g1_i1
TRINITY_DN10300_c1_g1_i1	TRINITY_DN102813_c0_g2_i1
TRINITY_DN10301_c0_g1_i6	TRINITY_DN102819_c0_g1_i1
TRINITY_DN10302_c0_g1_i2	TRINITY_DN10282_c0_g2_i1
TRINITY_DN10302_c0_g1_i7	TRINITY_DN10285_c0_g1_i1
TRINITY_DN10303_c0_g1_i3	TRINITY_DN10285_c0_g1_i5
TRINITY_DN10303_c0_g1_i4	TRINITY_DN10285_c1_g1_i1
TRINITY_DN10303_c0_g1_i5	TRINITY_DN10286_c0_g1_i2
TRINITY_DN10303_c0_g1_i6	TRINITY_DN10288_c0_g1_i3
TRINITY_DN103063_c0_g2_i1	TRINITY_DN10289_c2_g1_i7
TRINITY_DN103068_c0_g1_i1	TRINITY_DN10289_c2_g1_i9
TRINITY_DN103068_c1_g1_i1	TRINITY_DN1028_c0_g1_i1
TRINITY_DN10306_c0_g2_i1	TRINITY_DN102915_c0_g1_i1
TRINITY_DN103073_c0_g1_i2	TRINITY_DN10293_c0_g1_i1
TRINITY_DN10307_c1_g1_i1	TRINITY_DN10295_c0_g1_i11
TRINITY_DN103082_c1_g1_i5	TRINITY_DN10295_c0_g1_i12
TRINITY_DN10309_c0_g5_i1	TRINITY_DN10295_c0_g1_i4
TRINITY_DN1030_c0_g1_i2	TRINITY_DN10295_c0_g1_i5
TRINITY_DN1030_c0_g1_i3	TRINITY_DN10295_c0_g1_i6
TRINITY_DN10313_c1_g2_i1	TRINITY_DN102995_c2_g1_i1
TRINITY_DN10313_c2_g1_i1	TRINITY_DN10299_c0_g1_i8
TRINITY_DN10314_c0_g1_i14	TRINITY_DN10299_c1_g1_i2
TRINITY_DN10315_c0_g1_i11	TRINITY_DN1029_c0_g1_i1
TRINITY_DN10315_c0_g1_i2	TRINITY_DN1029_c0_g1_i7
TRINITY_DN10315_c0_g1_i3	TRINITY_DN1029_c0_g1_i8
TRINITY_DN10315_c0_g3_i1	TRINITY_DN1029_c0_g1_i9
TRINITY_DN103167_c0_g1_i1	TRINITY_DN102_c0_g1_i1
TRINITY_DN10316_c0_g1_i5	TRINITY_DN102_c0_g2_i1
TRINITY_DN10316_c2_g1_i3	TRINITY_DN102_c0_g4_i1
TRINITY_DN10316_c2_g2_i1	TRINITY_DN102_c2_g1_i2
TRINITY_DN103170_c0_g1_i1	TRINITY_DN102_c3_g1_i11
TRINITY_DN103193_c0_g1_i1	TRINITY_DN102_c3_g1_i26
TRINITY_DN103193_c0_g1_i4	TRINITY_DN102_c3_g1_i27
TRINITY_DN10319_c0_g1_i1	TRINITY_DN102_c3_g1_i32
TRINITY_DN1031_c0_g1_i3	TRINITY_DN102_c3_g3_i1
TRINITY_DN10324_c0_g1_i1	TRINITY_DN102_c6_g1_i2
TRINITY_DN103259_c0_g2_i1	TRINITY_DN102_c8_g1_i1
TRINITY_DN10325_c0_g1_i2	TRINITY_DN10300_c0_g1_i2
TRINITY_DN10325_c0_g2_i1	TRINITY_DN10302_c0_g1_i5
TRINITY_DN10326_c0_g1_i2	TRINITY_DN10302_c0_g1_i6
TRINITY_DN10327_c0_g1_i2	TRINITY_DN10303_c0_g1_i2
TRINITY_DN103285_c1_g1_i1	TRINITY_DN10303_c1_g1_i3
TRINITY_DN10329_c1_g1_i1	TRINITY_DN10305_c0_g1_i6
TRINITY_DN10329_c3_g1_i1	TRINITY_DN10305_c0_g1_i7
TRINITY_DN1032_c0_g1_i3	TRINITY_DN103061_c0_g1_i1
TRINITY_DN103300_c0_g1_i1	TRINITY_DN10309_c0_g2_i3
TRINITY_DN103320_c0_g1_i2	TRINITY_DN10310_c0_g1_i3
TRINITY_DN103340_c0_g2_i7	TRINITY_DN10312_c0_g1_i1
TRINITY_DN103340_c0_g3_i4	TRINITY_DN10313_c0_g1_i1
TRINITY_DN103360_c0_g1_i1	TRINITY_DN10313_c0_g2_i2
TRINITY_DN10336_c0_g1_i4	TRINITY_DN10314_c0_g1_i13
TRINITY_DN103382_c0_g1_i1	TRINITY_DN10315_c0_g1_i10
TRINITY_DN103382_c0_g1_i2	TRINITY_DN10315_c0_g1_i13
TRINITY_DN103387_c1_g3_i1	TRINITY_DN10315_c0_g1_i9
TRINITY_DN10338_c1_g1_i1	TRINITY_DN10316_c0_g1_i3
TRINITY_DN1033_c0_g1_i4	TRINITY_DN10316_c0_g1_i6
TRINITY_DN1033_c0_g1_i5	TRINITY_DN10316_c6_g1_i1
TRINITY_DN1033_c0_g2_i1	TRINITY_DN10317_c2_g1_i1
TRINITY_DN1033_c2_g1_i1	TRINITY_DN103183_c0_g1_i1
TRINITY_DN103408_c0_g1_i1	TRINITY_DN103184_c1_g1_i1
TRINITY_DN10343_c0_g1_i1	TRINITY_DN1031_c0_g1_i7
TRINITY_DN10343_c0_g2_i1	TRINITY_DN103208_c0_g1_i1
TRINITY_DN10343_c0_g3_i1	TRINITY_DN10321_c0_g1_i10
TRINITY_DN10344_c0_g3_i1	TRINITY_DN103220_c0_g1_i3
TRINITY_DN10344_c0_g4_i1	TRINITY_DN103258_c0_g1_i1
TRINITY_DN10344_c1_g1_i1	TRINITY_DN10325_c0_g1_i3
TRINITY_DN103452_c0_g1_i2	TRINITY_DN10325_c0_g1_i7
TRINITY_DN10345_c0_g1_i1	TRINITY_DN10327_c0_g1_i3
TRINITY_DN10346_c0_g1_i11	TRINITY_DN10327_c0_g1_i8
TRINITY_DN10346_c0_g1_i3	TRINITY_DN10328_c0_g2_i2
TRINITY_DN10347_c0_g1_i12	TRINITY_DN10328_c2_g1_i2
TRINITY_DN10348_c1_g1_i1	TRINITY_DN10329_c4_g1_i1
TRINITY_DN1034_c0_g2_i2	TRINITY_DN103303_c0_g1_i1
TRINITY_DN103505_c0_g1_i1	TRINITY_DN10330_c0_g2_i1
TRINITY_DN103506_c0_g1_i2	TRINITY_DN103313_c0_g1_i1
TRINITY_DN103506_c1_g1_i1	TRINITY_DN10332_c0_g1_i4
TRINITY_DN103506_c1_g2_i1	TRINITY_DN103337_c0_g2_i1
TRINITY_DN10353_c0_g1_i4	TRINITY_DN10333_c0_g2_i1
TRINITY_DN10353_c0_g1_i6	TRINITY_DN103340_c0_g2_i1
TRINITY_DN103547_c1_g1_i1	TRINITY_DN103340_c0_g2_i4
TRINITY_DN10356_c0_g1_i1	TRINITY_DN103340_c0_g2_i8
TRINITY_DN103575_c0_g1_i2	TRINITY_DN103340_c0_g3_i2
TRINITY_DN103575_c0_g2_i1	TRINITY_DN103340_c0_g4_i1
TRINITY_DN103577_c0_g1_i3	TRINITY_DN103340_c0_g6_i1
TRINITY_DN10357_c0_g1_i11	TRINITY_DN103340_c1_g1_i2
TRINITY_DN103582_c0_g1_i1	TRINITY_DN103352_c0_g2_i1
TRINITY_DN10358_c1_g2_i1	TRINITY_DN10335_c0_g1_i1
TRINITY_DN103591_c0_g3_i1	TRINITY_DN10338_c1_g1_i4
TRINITY_DN10359_c0_g1_i5	TRINITY_DN10338_c1_g2_i1
TRINITY_DN10359_c0_g2_i1	TRINITY_DN103392_c0_g2_i1
TRINITY_DN1035_c0_g1_i1	TRINITY_DN103398_c1_g2_i1
TRINITY_DN1035_c0_g1_i3	TRINITY_DN1033_c0_g1_i10
TRINITY_DN10361_c3_g1_i2	TRINITY_DN1033_c0_g1_i12
TRINITY_DN10362_c0_g1_i1	TRINITY_DN1033_c0_g1_i2
TRINITY_DN10364_c0_g1_i3	TRINITY_DN1033_c0_g1_i3
TRINITY_DN10364_c0_g1_i4	TRINITY_DN1033_c0_g1_i8
TRINITY_DN10365_c0_g1_i1	TRINITY_DN1033_c0_g1_i9
TRINITY_DN103683_c0_g1_i1	TRINITY_DN10341_c1_g1_i5
TRINITY_DN103691_c0_g1_i1	TRINITY_DN103424_c0_g1_i1
TRINITY_DN10370_c0_g1_i5	TRINITY_DN103441_c0_g1_i2
TRINITY_DN10371_c0_g1_i1	TRINITY_DN10344_c0_g2_i3
TRINITY_DN10372_c0_g2_i3	TRINITY_DN103452_c0_g1_i1
TRINITY_DN10374_c0_g1_i2	TRINITY_DN103452_c0_g1_i4
TRINITY_DN103751_c0_g2_i1	TRINITY_DN103465_c0_g2_i1
TRINITY_DN103753_c0_g1_i1	TRINITY_DN10346_c0_g1_i13
TRINITY_DN10375_c0_g1_i2	TRINITY_DN10346_c0_g1_i2
TRINITY_DN103768_c0_g4_i1	TRINITY_DN10346_c0_g1_i8
TRINITY_DN103773_c0_g1_i2	TRINITY_DN10348_c0_g1_i3
TRINITY_DN103779_c0_g1_i1	TRINITY_DN103490_c0_g1_i5
TRINITY_DN10378_c0_g1_i3	TRINITY_DN1034_c0_g1_i12
TRINITY_DN10378_c1_g1_i1	TRINITY_DN1034_c0_g1_i6
TRINITY_DN10378_c1_g1_i6	TRINITY_DN1034_c3_g1_i1
TRINITY_DN10378_c4_g1_i1	TRINITY_DN10350_c0_g1_i4
TRINITY_DN1037_c0_g2_i1	TRINITY_DN10352_c0_g1_i1
TRINITY_DN1037_c1_g1_i10	TRINITY_DN10353_c0_g1_i5
TRINITY_DN1037_c1_g1_i15	TRINITY_DN103566_c0_g1_i1
TRINITY_DN1037_c1_g1_i16	TRINITY_DN103566_c0_g1_i2
TRINITY_DN1037_c1_g1_i2	TRINITY_DN103566_c0_g2_i1
TRINITY_DN1037_c1_g1_i24	TRINITY_DN10356_c1_g1_i6
TRINITY_DN1037_c1_g1_i25	TRINITY_DN103577_c0_g1_i2
TRINITY_DN1037_c1_g2_i1	TRINITY_DN103577_c0_g1_i4
TRINITY_DN10381_c0_g2_i1	TRINITY_DN103577_c0_g1_i5
TRINITY_DN10383_c0_g1_i3	TRINITY_DN10357_c0_g1_i8
TRINITY_DN10384_c0_g1_i1	TRINITY_DN10359_c0_g1_i3
TRINITY_DN103851_c0_g1_i1	TRINITY_DN1035_c1_g1_i1
TRINITY_DN10385_c0_g1_i2	TRINITY_DN1035_c1_g2_i4
TRINITY_DN10385_c1_g1_i1	TRINITY_DN10364_c0_g1_i1
TRINITY_DN10386_c0_g1_i10	TRINITY_DN10367_c0_g1_i1
TRINITY_DN10386_c0_g1_i9	TRINITY_DN103694_c0_g1_i1
TRINITY_DN10386_c0_g2_i2	TRINITY_DN1036_c0_g3_i1
TRINITY_DN103870_c0_g1_i1	TRINITY_DN10370_c0_g1_i1
TRINITY_DN10388_c0_g2_i5	TRINITY_DN10372_c1_g3_i1
TRINITY_DN10388_c0_g4_i1	TRINITY_DN10373_c0_g1_i5
TRINITY_DN10389_c1_g1_i8	TRINITY_DN10375_c0_g1_i6
TRINITY_DN10389_c1_g2_i2	TRINITY_DN103768_c0_g1_i2
TRINITY_DN1038_c0_g1_i3	TRINITY_DN10376_c0_g1_i2
TRINITY_DN1038_c0_g1_i4	TRINITY_DN10378_c0_g1_i2
TRINITY_DN1038_c0_g1_i6	TRINITY_DN10378_c0_g1_i4
TRINITY_DN1038_c0_g3_i1	TRINITY_DN10378_c0_g1_i5
TRINITY_DN103912_c1_g1_i1	TRINITY_DN10378_c0_g1_i6
TRINITY_DN103937_c0_g1_i1	TRINITY_DN1037_c1_g1_i11
TRINITY_DN10397_c0_g2_i1	TRINITY_DN1037_c1_g1_i17
TRINITY_DN10398_c2_g1_i8	TRINITY_DN1037_c1_g1_i23
TRINITY_DN10399_c0_g1_i1	TRINITY_DN1037_c1_g1_i28
TRINITY_DN10399_c0_g3_i1	TRINITY_DN1037_c1_g1_i4
TRINITY_DN1039_c0_g1_i3	TRINITY_DN1037_c1_g1_i6
TRINITY_DN1039_c1_g2_i4	TRINITY_DN1037_c1_g1_i9
TRINITY_DN1039_c3_g1_i1	TRINITY_DN10382_c0_g1_i1
TRINITY_DN1039_c3_g2_i1	TRINITY_DN10383_c0_g1_i1
TRINITY_DN1039_c3_g2_i4	TRINITY_DN103857_c0_g2_i1
TRINITY_DN1039_c3_g2_i5	TRINITY_DN10385_c0_g1_i3
TRINITY_DN1039_c3_g3_i3	TRINITY_DN10386_c0_g1_i13
TRINITY_DN1039_c4_g2_i11	TRINITY_DN10388_c0_g1_i1
TRINITY_DN1039_c4_g2_i17	TRINITY_DN10389_c0_g1_i1
TRINITY_DN1039_c5_g1_i3	TRINITY_DN10389_c0_g1_i3
TRINITY_DN1039_c6_g1_i23	TRINITY_DN10389_c0_g1_i4
TRINITY_DN1039_c88_g1_i1	TRINITY_DN10389_c0_g1_i5
TRINITY_DN103_c0_g2_i7	TRINITY_DN10389_c1_g1_i1
TRINITY_DN103_c1_g1_i3	TRINITY_DN10389_c1_g1_i2
TRINITY_DN103_c5_g1_i1	TRINITY_DN10389_c1_g2_i1
